panel	gid	tpm_Ar	tpm_As	tpm_Br	tpm_Bs	tpm_Hr	tpm_Hs	MP_tpm	HP_tpm	SS_Ar_As	SS_Br_Bs	SS_As_Bs	SS_Hs_As	SS_Hs_Bs	SS_Hs_Ms	tag	Bs_As log2ratio
variable (1155)	Zm00001d049099	219.9209788	140.6917632	91.93771127	58.7394325	43.68683363	50.43751491	99.7	140.7	0.0550983212	0.09221153238	0.1790326733	0.06503685108	0.2393660476	0.0588410435	variable	-1.260136636
variable (1155)	Zm00001d049135	4.74478726	5.045408195	5.246982725	4.258656737	1.196899551	6.608516395	4.7	5.0	0.04282346778	0.05844155844	0.1531841652	0.08401172257	0.1776061776	0.140099283	variable	-0.2445725459
variable (1155)	Zm00001d049163	5.7019963	4.451633129	9.265348015	5.678732664	12.56744529	3.174622441	5.1	5.7	0.08321678322	0.06436699858	0.1291497976	0.3746606335	0.3560371517	0.3323529412	variable	0.3512342947
variable (1155)	Zm00001d049179	556.2545845	635.2019589	712.2497241	501.1052721	436.2698865	242.0930583	568.2	635.2	0.04465105242	0.0530663788	0.1080625126	0.03545056672	0.07936296971	0.03170672013	variable	-0.3421016452
variable (1155)	Zm00001d049186	3.716426725	1.031815965	4.519561996	2.181266699	6.582947533	3.613671433	1.6	2.2	0.0943627451	0.03461538462	0.1719457014	0.09907120743	0.1214574899	0.1214574899	variable	1.079980503
variable (1155)	Zm00001d049244	21.78893505	4.359400181	33.97137401	5.393508738	18.55194305	1.583000107	4.9	5.4	0.06692094313	0.08336594912	0.1035714286	0.3928571429	0.3714285714	0.358974359	variable	0.307094476
variable (1155)	Zm00001d049320	139.2694337	64.97096261	76.87665404	88.41897492	68.22327443	68.32912956	76.7	88.4	0.05025702165	0.08292229278	0.2146970416	0.1504283966	0.1132116004	0.04191585395	variable	0.4445609283
variable (1155)	Zm00001d049332	37.57484641	23.08056483	58.73708143	39.47716976	25.13489058	20.82586269	31.3	39.5	0.03535269294	0.05128205128	0.2743313373	0.1534173033	0.123908046	0.09393974109	variable	0.7743400319
variable (1155)	Zm00001d049351	21.62347249	45.05519513	17.40413357	20.8234569	6.582947533	10.01523213	32.9	45.1	0.08860067581	0.07656923256	0.1589897474	0.1055673009	0.1538123167	0.09154287978	variable	-1.113483877
variable (1155)	Zm00001d049357	97.35169713	87.18941609	93.18479692	72.15272408	52.06513049	44.30829085	79.7	87.2	0.05024354498	0.01967494547	0.184943039	0.1413963128	0.08701059823	0.1254970452	variable	-0.2730991535
variable (1155)	Zm00001d049360	206.2723256	153.0692049	154.5054258	125.5182948	110.7132085	101.7251447	139.3	153.1	0.0459824519	0.06476334833	0.1653327842	0.04703104966	0.1569031866	0.05363195027	variable	-0.286286407
variable (1155)	Zm00001d049502	56.4441877	25.57636969	70.58677796	51.70689406	18.55194305	27.27718861	38.6	51.7	0.06138464749	0.07047456664	0.3922779923	0.1876465507	0.2046314416	0.07065242628	variable	1.015545145
variable (1155)	Zm00001d049583	6.358039423	16.09324256	9.153901571	16.64371196	1.196899551	21.6697148	16.4	16.6	0.07578338422	0.0950203252	0.3107018417	0.1079365079	0.2712111737	0.09982260926	variable	0.04852218795
variable (1155)	Zm00001d049598	103.5854596	51.86089985	54.40464409	34.69133127	115.5008067	29.7565272	43.3	51.9	0.0650878831	0.0781445646	0.2733551544	0.1410205346	0.1439717321	0.1003968254	variable	-0.5800720344
variable (1155)	Zm00001d049619	157.0015403	170.2242061	122.5587977	155.057766	74.20777219	73.99729839	162.6	170.2	0.04028327894	0.01919097958	0.1407800401	0.1252997125	0.04912999762	0.05906274786	variable	-0.1346304195
variable (1155)	Zm00001d049666	40.32372485	28.22940378	51.22423147	45.41872356	17.3550435	33.47490273	36.8	45.4	0.05378649541	0.05201664533	0.4325213577	0.0196691121	0.4435257957	0.2455792165	variable	0.6860885026
variable (1155)	Zm00001d049668	50.6368464	49.2061677	52.53808566	32.82699486	46.6790825	21.93654003	41.0	49.2	0.0606823078	0.0846996997	0.2065145503	0.1923998258	0.0842366757	0.1581292146	variable	-0.5839564753
variable (1155)	Zm00001d049674	515.8035304	388.5817642	399.1935115	290.8345089	193.8977273	185.2499541	339.7	388.6	0.03376979029	0.08514949927	0.2168030077	0.1807309755	0.08907310437	0.1397198723	variable	-0.4180197361
variable (1155)	Zm00001d049706	9.224997097	8.875354933	6.526782962	5.535870356	3.590698654	4.319885089	7.2	8.9	0.07257988053	0.08379578246	0.3340732519	0.1372212693	0.2754010695	0.1350649351	variable	-0.6809946584
variable (1155)	Zm00001d049714	7.967435606	7.740566884	10.57800397	9.457257818	5.984497757	8.075882594	8.6	9.5	0.07440592131	0.08488612836	0.1400560224	0.1381668947	0.227021041	0.1747328724	variable	0.2889827006
variable (1155)	Zm00001d049738	45.04379558	32.34403181	36.08646702	28.72804889	36.50543632	7.582380765	30.5	32.3	0.05157646841	0.0554727474	0.1260584867	0.1355166005	0.09905254091	0.1428890877	variable	-0.1710395143
variable (1155)	Zm00001d049886	43.9367862	104.079581	52.82063389	94.88577559	36.50543632	114.5876998	99.5	104.1	0.04794712192	0.08320485576	0.1095594353	0.06180599204	0.1016030707	0.0532892786	variable	-0.1334233263
variable (1155)	Zm00001d049902	90.32708889	67.75165022	77.58099315	60.71797986	74.20777219	44.1818977	64.2	67.8	0.07770980063	0.05914196461	0.1407259403	0.07269249163	0.1679739264	0.08255341274	variable	-0.1581322946
variable (1155)	Zm00001d049952	9.141584941	12.48130757	7.045483976	13.32703334	6.582947533	8.80640837	12.9	13.3	0.070995671	0.09203575782	0.1861001318	0.1773654917	0.1548358474	0.1045918367	variable	0.09458658345
variable (1155)	Zm00001d049959	37.69925801	21.76399258	35.23521159	14.87879944	14.96124439	12.83136812	18.3	21.8	0.06713027434	0.05368107769	0.1098089535	0.09871922821	0.1238095238	0.1283591731	variable	-0.54868512
variable (1155)	Zm00001d049974	5.173082114	7.487877918	5.779555395	7.319661187	3.590698654	8.62925396	7.4	7.5	0.06383216159	0.08298022599	0.1933519829	0.3960355987	0.2026836158	0.3472222222	variable	-0.032780043
variable (1155)	Zm00001d050300	28.59310651	18.64689822	45.63506075	75.03056433	13.16589507	28.6520681	46.8	75.0	0.05498027613	0.03119627309	0.476444503	0.4389930721	0.1558609149	0.1288318974	variable	2.008542741
variable (1155)	Zm00001d050457	14.10842826	45.34323232	16.32887904	38.36634628	1.795349327	114.6453119	41.9	45.3	0.03830845771	0.09929078014	0.1332997932	0.1257417182	0.2469055449	0.1444553535	variable	-0.2410458581
variable (1155)	Zm00001d050551	72.9821918	55.62437264	82.52754627	44.4867317	105.9256103	24.73232244	50.1	55.6	0.07660058813	0.07069205356	0.231433876	0.133545695	0.1492216855	0.08347042695	variable	-0.3223420474
variable (1155)	Zm00001d050557	4.566395213	5.04183631	2.075349508	12.16557101	7.779847084	4.470833387	8.6	12.2	0.05448717949	0.08327427356	0.1210997838	0.1897435897	0.3108433735	0.275	variable	1.270782851
variable (1155)	Zm00001d050696	36.28566098	24.53949342	191.2996614	120.4335529	56.25427892	54.08904964	72.5	120.4	0.04554593933	0.07328186174	0.4216643144	0.4337030456	0.09381628589	0.08516929391	variable	2.295060012
variable (1155)	Zm00001d050781	63.74563722	50.54075205	23.30882442	23.63996666	40.69458475	36.90641664	37.1	50.5	0.02289581683	0.02954632101	0.2799793995	0.07696738426	0.2205078753	0.07793117247	variable	-1.096219131
variable (1155)	Zm00001d050943	99.50168582	128.5202869	126.8016662	114.3834791	151.4077933	46.08027312	121.5	128.5	0.09806838394	0.06007772398	0.1871464288	0.1609677577	0.05826487285	0.1177599847	variable	-0.1681174146
variable (1155)	Zm00001d050944	30.83878954	32.31860305	70.20965218	76.83215381	42.48993407	33.13103767	54.6	76.8	0.05353280755	0.05567824145	0.1553076454	0.1507997794	0.06260588947	0.05774958632	variable	1.249345357
variable (1155)	Zm00001d050967	47.07859813	18.3371157	142.7324329	42.83440725	81.98761927	27.01709161	30.6	42.8	0.0622370013	0.05836535546	0.2969538552	0.242935147	0.06086802323	0.07972195346	variable	1.224003393
variable (1155)	Zm00001d051009	12.35833521	12.51089007	13.50034918	9.886855699	14.96124439	11.527021	11.2	12.5	0.07272727273	0.08732057416	0.2361244019	0.1314685315	0.2315789474	0.1371675054	variable	-0.3396007509
variable (1155)	Zm00001d051014	8.48858316	4.204047785	11.34852576	5.124223057	4.18914843	1.761952103	4.7	5.1	0.07039337474	0.07574152542	0.123015873	0.2063492063	0.28125	0.2727272727	variable	0.2855542097
variable (1155)	Zm00001d051055	271.5434023	153.2175971	246.0829397	142.1001893	204.0713735	89.97552828	147.7	153.2	0.03355304308	0.04743845262	0.1128016051	0.04723961298	0.1195730995	0.04342983846	variable	-0.108673524
variable (1155)	Zm00001d051061	37.73403997	38.210159	22.57911392	21.71923064	20.34729237	29.5804413	30.0	38.2	0.07033483054	0.07638888889	0.1754032258	0.1523297491	0.1133838384	0.1433506045	variable	-0.8149832617
variable (1155)	Zm00001d051193	24.1802516	13.25622074	12.62286505	7.869806517	27.52868968	13.75291668	10.6	13.3	0.07891718583	0.09040805511	0.2690567351	0.1195889131	0.3191434469	0.100877193	variable	-0.7522694599
variable (1155)	Zm00001d051211	26.17178226	19.1843886	66.95937473	34.00082774	34.71008699	26.69474503	26.6	34.0	0.09700169392	0.08302411874	0.2396426757	0.2814859763	0.145661157	0.1606564524	variable	0.8256370813
variable (1155)	Zm00001d051219	4.128336827	2.842441927	4.45598948	8.77952174	0	2.495100949	5.8	8.8	0.06818181818	0.07803790412	0.2216783217	0.2337662338	0.06703296703	0.1199460916	variable	1.627011477
variable (1155)	Zm00001d051225	15.48012724	32.61407737	17.73127469	107.4391942	69.42017398	19.07105072	70.0	107.4	0.063995561	0.0662055336	0.1389789591	0.1725415149	0.1564117192	0.1659142466	variable	1.719953668
variable (1155)	Zm00001d051320	8.295274045	27.22936246	6.46056716	15.94626589	11.96899551	29.28478688	21.6	27.2	0.09585308786	0.0843537415	0.2574583758	0.1081217988	0.1666439446	0.0715472844	variable	-0.771944574
variable (1155)	Zm00001d051337	15.92140362	11.12048554	27.1826021	21.33474988	8.976746636	15.16631609	16.2	21.3	0.0906075057	0.05709987205	0.2614436253	0.2425771537	0.1641768058	0.1716826265	variable	0.9399854168
variable (1155)	Zm00001d051362	901.8218142	105.6439118	502.5505822	123.3706929	424.8993407	96.32649828	114.5	123.4	0.04149210987	0.08940751115	0.1041624071	0.180466971	0.2682943683	0.2160725287	variable	0.2237900907
variable (1155)	Zm00001d051405	25.37931351	17.47608549	24.79522661	29.49317262	16.15814394	15.5588054	23.5	29.5	0.09565745521	0.03037899528	0.1808303002	0.1603251617	0.05383055911	0.06590909091	variable	0.7549989546
variable (1155)	Zm00001d051427	64.12835821	58.76538396	84.16682288	71.23718795	64.034126	9.577251649	65.0	71.2	0.08196154015	0.07179869726	0.138374676	0.1572866985	0.07037335482	0.08565729555	variable	0.2776639895
variable (1155)	Zm00001d051430	30.41907706	24.73272081	25.61873229	26.70126282	28.72558923	21.14820927	25.7	26.7	0.04104205494	0.09383209383	0.1094038391	0.09144659046	0.06658595642	0.0539809144	variable	0.1104870178
variable (1155)	Zm00001d051452	1.351133919	4.25574547	1.652167053	3.291037085	1.196899551	4.560018157	3.8	4.3	0.05072463768	0.05049088359	0.1304347826	0.1992753623	0.09782608696	0.1755319149	variable	-0.3708695842
variable (1155)	Zm00001d051468	566.1526803	127.1728181	1074.377198	186.928934	36.50543632	2.101057082	157.1	186.9	0.01932260037	0.00760411817	0.1275528695	0.07254196643	0.1011754828	0.07893450635	variable	0.5556995533
variable (1155)	Zm00001d051525	17.31442701	6.585930378	16.45130237	16.75193786	1.795349327	2.710192819	11.7	16.8	0.08226495726	0.05781032886	0.4919510061	0.3063492063	0.1934758155	0.145802651	variable	1.34686883
variable (1155)	Zm00001d051671	41.72784641	37.71064205	45.05603911	25.07079964	44.2852834	24.18147774	31.4	37.7	0.05149467392	0.0930755991	0.4095407257	0.3188212262	0.09071949948	0.247143152	variable	-0.5889637019
variable (1155)	Zm00001d051682	8.93038579	6.658662636	7.045238786	11.06122731	9.575196411	5.983447739	8.9	11.1	0.0835564323	0.09793471019	0.165903582	0.2194148936	0.159414557	0.1669520548	variable	0.7322071173
variable (1155)	Zm00001d051742	41.66783849	37.61458538	38.64239003	42.50206593	26.33179013	15.50386651	40.1	42.5	0.04301056338	0.09964599871	0.1520324479	0.1270806658	0.1573647871	0.09848484848	variable	0.176240781
variable (1155)	Zm00001d051761	218.6032533	58.7978224	171.7561844	96.90686675	179.5349327	68.89984178	77.9	96.9	0.06202156876	0.08890370402	0.1423039445	0.1086405213	0.2173630323	0.1497559516	variable	0.7208361723
variable (1155)	Zm00001d051790	4.906083602	30.63132742	4.374236561	34.50835461	11.96899551	39.64978683	32.6	34.5	0.08415869285	0.07481579445	0.4156511256	0.307346647	0.1398459821	0.1769916404	variable	0.1719377984
variable (1155)	Zm00001d051806	41.59827265	33.10716936	28.32425651	41.09708721	31.71783811	24.12556675	37.1	41.1	0.07030339917	0.04634426593	0.1864458059	0.1190797507	0.1133142591	0.08590921749	variable	0.3118924787
variable (1155)	Zm00001d051830	58.40989834	49.84591018	83.83767574	52.4264794	169.3612865	27.65964774	51.1	52.4	0.08482910463	0.06642634057	0.2035497917	0.075683527	0.2143324302	0.127474002	variable	0.07282053015
variable (1155)	Zm00001d051832	44.18980714	28.23498624	48.78486114	37.99205057	17.3550435	24.42015265	33.1	38.0	0.05055249978	0.07938225457	0.4001526123	0.3844695628	0.2172936552	0.1902327683	variable	0.4282136536
variable (1155)	Zm00001d051851	2.208314914	9.541097463	2.574368727	12.57512096	0	6.142532212	11.1	12.6	0.07442611191	0.08641975309	0.1621278141	0.09558823529	0.2204066812	0.1282595512	variable	0.3983451503
variable (1155)	Zm00001d051884	257.8983268	138.433033	89.00310272	120.1243573	114.9023569	121.4131295	129.3	138.4	0.03892034402	0.06468916637	0.3338856865	0.2634306778	0.07992637597	0.1746724891	variable	-0.2046595293
variable (1155)	Zm00001d051892	32.14103135	22.77965318	36.1213207	15.13204856	11.96899551	2.905903217	19.0	22.8	0.07793277148	0.08764217431	0.119678502	0.2083333333	0.2965686275	0.202014218	variable	-0.5901384716
variable (1155)	Zm00001d051980	77.58782836	46.84556286	96.73967635	59.98875348	59.24652779	16.61381477	53.4	60.0	0.05934249629	0.05014576371	0.2312252743	0.1867207184	0.06382104917	0.1566784175	variable	0.356779649
variable (1155)	Zm00001d052015	18.35206976	59.76000423	30.69866821	54.44135708	207.0636224	22.33634003	57.1	59.8	0.05170381245	0.0541641658	0.1015800836	0.04645446862	0.1234449352	0.0393256764	variable	-0.1344772204
variable (1155)	Zm00001d052075	24.97845249	16.76110631	17.12302256	25.10794324	2.992248879	11.00009877	20.9	25.1	0.04136904762	0.06585525455	0.4709325397	0.1632112591	0.3077212806	0.07206054792	variable	0.5830264763
variable (1155)	Zm00001d052079	64.01517928	24.00957263	24.9881986	21.40114469	148.4155444	17.59292528	22.7	24.0	0.09647373199	0.08314393939	0.1508736559	0.1141615191	0.2147606383	0.08383342426	variable	-0.1659217589
variable (1155)	Zm00001d052104	238.045547	9.657706279	71.94466654	6.109452421	76.00312151	4.605848766	7.9	9.7	0.08160668449	0.06841792817	0.1127819549	0.0977443609	0.09714285714	0.06419753086	variable	-0.6606375076
variable (1155)	Zm00001d052136	3.162150823	3.933183055	1.477830148	7.105440299	7.779847084	4.400204606	5.5	7.1	0.07167832168	0.08484848485	0.1262237762	0.1546822742	0.04664031621	0.09548167093	variable	0.8532267181
variable (1155)	Zm00001d052137	58.29287611	8.804624598	28.8071785	12.46974737	8.976746636	1.716946977	10.6	12.5	0.06943482292	0.05266955267	0.1786421499	0.1316831683	0.2142857143	0.1194805195	variable	0.5020988386
variable (1155)	Zm00001d052215	78.02977167	131.3527059	174.1087431	154.2728457	329.1473766	105.9696911	142.8	154.3	0.0350239707	0.08393132216	0.3469436422	0.2818294278	0.1503190177	0.142178097	variable	0.2320382279
variable (1155)	Zm00001d052289	148.8990436	55.08717986	76.40687974	26.67517571	86.1767677	15.73020367	40.9	55.1	0.04209461783	0.09511258001	0.4077060932	0.1482592037	0.3166481275	0.123802682	variable	-1.046218833
variable (1155)	Zm00001d052295	55.46686283	40.69823399	65.31696674	38.79141838	78.99537039	31.606425	39.7	40.7	0.02966623808	0.07288880965	0.1352066648	0.07254141967	0.07721912873	0.06279069767	variable	-0.06922866526
variable (1155)	Zm00001d052314	214.3930737	107.4853091	425.0670957	156.5233506	443.4512838	77.2991634	132.0	156.5	0.03525815065	0.04704133251	0.4154646096	0.2495375085	0.1659271012	0.04301640211	variable	0.5422384101
variable (1155)	Zm00001d052322	228.9781098	97.20081755	385.5838469	121.6556603	10.17364619	26.93628604	109.4	121.7	0.03919562775	0.02037541838	0.1209464537	0.1285843092	0.06075284917	0.1018981019	variable	0.3237630934
variable (1155)	Zm00001d052346	142.1147176	22.57219418	72.76389212	20.54440466	7.181397308	5.025516288	21.6	22.6	0.0792474683	0.06965863454	0.1012803532	0.3166248002	0.3583908046	0.3441769681	variable	-0.1358011411
variable (1155)	Zm00001d052410	21.44686184	87.25456187	31.49127793	42.25399324	40.09613497	11.6277905	64.8	87.3	0.02891170069	0.04306123558	0.1409004308	0.06158770516	0.1207148477	0.06448456537	variable	-1.04614287
variable (1155)	Zm00001d052411	14.14457089	9.836245066	12.04691541	9.313578253	1.196899551	3.02284866	9.6	9.8	0.0587808418	0.09020618557	0.123427673	0.1601923788	0.1617647059	0.1862745098	variable	-0.07877212552
variable (1155)	Zm00001d052462	9.926116278	6.990951765	7.252942123	8.188831652	6.582947533	8.959736712	7.6	8.2	0.08634587201	0.0933226066	0.4438735178	0.3633540373	0.1933209647	0.2005012531	variable	0.2281687478
variable (1155)	Zm00001d052533	278.9829526	182.2546058	386.1753296	199.7114118	154.9984919	32.69378626	191.0	199.7	0.04485200985	0.0621648624	0.1711693188	0.07754841067	0.2397779833	0.1421404682	variable	0.1319614993
variable (1155)	Zm00001d052654	15.26849801	5.295803731	5.114714323	3.378309982	10.77209596	3.130928849	4.3	5.3	0.06904161412	0.06493506494	0.1318681319	0.1517857143	0.2589285714	0.1875	variable	-0.648547944
variable (1155)	Zm00001d052738	9.038968136	4.792998651	11.71104597	10.19800114	14.96124439	1.028560232	7.5	10.2	0.0933276121	0.05561735261	0.1556594584	0.1966101695	0.2850574713	0.3	variable	1.089285966
variable (1155)	Zm00001d052783	77.87059862	37.44326037	46.9869077	21.28231517	16.15814394	2.396468469	29.4	37.4	0.08793242156	0.07624839949	0.1131168831	0.1646153846	0.1653846154	0.1803713528	variable	-0.8150509621
variable (1155)	Zm00001d052800	24.00486497	26.56060236	38.72642385	24.64465081	58.64807802	11.4449039	25.6	26.6	0.05896561523	0.09137055838	0.1519164276	0.1887508627	0.3272097333	0.2147763348	variable	-0.1080133255
variable (1155)	Zm00001d052803	11.93533404	26.98319013	12.25942506	23.37614548	8.37829686	18.60858925	25.2	27.0	0.09073701168	0.08868131868	0.110989011	0.2262699565	0.1371552975	0.2244034406	variable	-0.2070238617
variable (1155)	Zm00001d052865	8.593671266	11.30725653	8.728974736	12.78502432	5.386047981	7.940041732	12.0	12.8	0.04575163399	0.05768321513	0.1764705882	0.1473429952	0.2164251208	0.185099198	variable	0.1772059726
variable (1155)	Zm00001d052904	56.81271431	49.85351657	34.0263646	40.01744682	43.68683363	30.34052533	44.9	49.9	0.0978978979	0.08988436744	0.1019483706	0.05702614379	0.1097277073	0.03407707911	variable	-0.3170661494
variable (1155)	Zm00001d052930	66.04814396	25.72037311	71.49981124	37.53320772	77.20002107	39.37220236	31.6	37.5	0.0773203414	0.0940414051	0.2035074736	0.2705102799	0.2521698466	0.1994531784	variable	0.5452560223
variable (1155)	Zm00001d052948	61.04314708	35.39506484	67.24900518	33.88966617	44.88373318	15.00674557	34.6	35.4	0.08687911329	0.09963499923	0.1539167687	0.06480431083	0.1390671801	0.0512195122	variable	-0.06270279241
variable (1155)	Zm00001d053018	12.22382	8.291966268	14.27294113	9.218855994	34.11163721	4.836873556	8.8	9.2	0.09382967874	0.08582949309	0.1011904762	0.119047619	0.125	0.1081081081	variable	0.1528734843
variable (1155)	Zm00001d053049	9.94273774	6.97053072	23.33967351	24.97674742	35.30853677	4.819872128	16.0	25.0	0.09709375513	0.08244187485	0.2159488239	0.2072237527	0.03757122507	0.03703703704	variable	1.841245206
variable (1155)	Zm00001d053196	67.7468592	58.21839635	66.82051598	52.490477	103.5318112	26.71092098	55.4	58.2	0.06344354968	0.05792111873	0.1037122082	0.1435390614	0.08943707021	0.1291970089	variable	-0.1494193926
variable (1155)	Zm00001d053217	72.07600088	29.09304326	42.74814443	27.44216152	57.45117847	25.45791757	28.3	29.1	0.06735964294	0.03294887899	0.1892457241	0.1883888238	0.09870199079	0.1180987794	variable	-0.08428009453
variable (1155)	Zm00001d053232	62.29527544	55.58384689	59.18189326	46.03957588	32.31628789	43.09633402	50.8	55.6	0.0940213197	0.09937072751	0.2089041096	0.1658165744	0.07359274168	0.1222690276	variable	-0.2717911419
variable (1155)	Zm00001d053334	79.67596984	71.61994283	139.8538783	133.9515217	67.02637488	50.01381468	102.8	134.0	0.09534534535	0.05122000979	0.1616090058	0.1489392618	0.2960271037	0.2536890069	variable	0.9032776979
variable (1155)	Zm00001d053354	12.86888916	9.313735731	12.33411594	11.16869805	30.52093856	10.20232031	10.2	11.2	0.05569727891	0.088802589	0.1034013605	0.1105442177	0.05880952381	0.09752747253	variable	0.262029166
variable (1155)	Zm00001d053453	128.9318333	48.71602596	179.0653077	55.32636803	34.71008699	34.19335773	52.0	55.3	0.03656195801	0.06359447626	0.1890111838	0.089526653	0.2475670719	0.1160766226	variable	0.1835707699
variable (1155)	Zm00001d053630	78.35188739	91.33938544	61.40643051	51.76656034	48.47443183	31.29690222	71.6	91.3	0.08890431069	0.06913953712	0.1181323542	0.2484183697	0.1353510424	0.2429512583	variable	-0.8192166222
variable (1155)	Zm00001d053632	172.0185986	112.2347678	203.987376	126.5099332	177.7395834	66.23990023	119.4	126.5	0.03696842442	0.09313158364	0.1001099105	0.09433400342	0.01484940654	0.06402680518	variable	0.1727310063
variable (1155)	Zm00001d053649	55.04822049	48.12762229	48.06229493	44.21006482	23.33954125	25.37832713	46.2	48.1	0.03672877041	0.07631928568	0.1748010155	0.1123282194	0.1358783317	0.08889408464	variable	-0.1224903003
variable (1155)	Zm00001d053674	8.569105272	7.681160937	21.71953014	14.82572557	10.17364619	10.3645139	11.3	14.8	0.08898809524	0.09260169596	0.3506241331	0.1842364532	0.1663876799	0.1142967842	variable	0.9487064291
variable (1155)	Zm00001d053695	226.2258719	39.18536775	86.5720095	22.63616512	68.82172421	6.645724777	30.9	39.2	0.09378748515	0.09247405157	0.1938679981	0.2252135964	0.3298368298	0.2387425658	variable	-0.7916854703
variable (1155)	Zm00001d053709	19.61252791	22.57598719	18.04120075	20.12317998	20.94574215	13.60796754	21.3	22.6	0.07931283465	0.09843447423	0.1133273092	0.1174194136	0.03746228629	0.08887785501	variable	-0.1659307682
